url,author,timestamp,hook,hashtags,description,keyword
https://www.tiktok.com/@@techguru/video/7344458,@techguru,2025-03-26T14:27:28Z,Have you tried this new AI writing assistant?,"['productivity', 'future', 'aitools']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@aiexpert/video/3871811,@aiexpert,2025-03-25T08:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['contentcreation', 'aitools']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@aiexpert/video/2471513,@aiexpert,2025-03-19T04:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['aitools', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@futurist/video/3818267,@futurist,2025-03-31T02:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['tech', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@futurist/video/8295234,@futurist,2025-03-25T13:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['contentcreation', 'productivity', 'aitools']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@techguru/video/1495075,@techguru,2025-03-29T21:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['aitools', 'contentcreation', 'productivity', 'future', 'tech']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@futurist/video/9040078,@futurist,2025-03-16T17:27:28Z,Have you tried this new AI writing assistant?,"['productivity', 'future']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@aiexpert/video/1317645,@aiexpert,2025-03-16T06:27:28Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['aitools', 'future']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@techguru/video/8264362,@techguru,2025-03-22T09:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['productivity', 'future', 'tech']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@aiexpert/video/8076432,@aiexpert,2025-04-13T06:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['aitools', 'contentcreation', 'productivity', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@aiexpert/video/9258228,@aiexpert,2025-04-08T10:27:28Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['productivity', 'future']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@aiexpert/video/6831092,@aiexpert,2025-04-12T14:27:28Z,Have you tried this new AI writing assistant?,"['future', 'contentcreation']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@techguru/video/7555618,@techguru,2025-03-25T13:27:28Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['contentcreation', 'productivity', 'future', 'aitools']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@aiexpert/video/9485112,@aiexpert,2025-04-10T21:27:28Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['tech', 'contentcreation']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@techguru/video/5458443,@techguru,2025-03-16T04:27:28Z,This AI tool saved me 5 hours of work yesterday!,"['productivity', 'contentcreation', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@entrepreneurtips/video/5620078,@entrepreneurtips,2025-03-15T02:27:29Z,The biggest mistake founders make when scaling #startupadvice #business,"['startupadvice', 'startup', 'entrepreneur']",The biggest mistake founders make when scaling #startupadvice #business,startup advice
https://www.tiktok.com/@@startupfounder/video/9484578,@startupfounder,2025-04-10T10:27:29Z,The biggest mistake founders make when scaling #startupadvice #business,"['business', 'startupadvice', 'startup', 'funding']",The biggest mistake founders make when scaling #startupadvice #business,startup advice
https://www.tiktok.com/@@venturecapitalist/video/9682156,@venturecapitalist,2025-03-19T21:27:29Z,How to pitch to investors - real examples #startupadvice #venturecapital,"['startup', 'funding', 'entrepreneur']",How to pitch to investors - real examples #startupadvice #venturecapital,startup advice
https://www.tiktok.com/@@entrepreneurtips/video/1893365,@entrepreneurtips,2025-03-22T17:27:29Z,3 things I wish I knew before starting my business #startupadvice #entrepreneur,"['startup', 'funding', 'startupadvice']",3 things I wish I knew before starting my business #startupadvice #entrepreneur,startup advice
https://www.tiktok.com/@@venturecapitalist/video/2140097,@venturecapitalist,2025-03-21T07:27:29Z,How to pitch to investors - real examples #startupadvice #venturecapital,"['entrepreneur', 'startupadvice', 'funding', 'startup']",How to pitch to investors - real examples #startupadvice #venturecapital,startup advice
https://www.tiktok.com/@@entrepreneurtips/video/6203410,@entrepreneurtips,2025-03-30T04:27:29Z,3 things I wish I knew before starting my business #startupadvice #entrepreneur,"['startup', 'funding']",3 things I wish I knew before starting my business #startupadvice #entrepreneur,startup advice
