url,author,timestamp,hook,hashtags,description,keyword
https://www.tiktok.com/@@techguru/video/3238198,@techguru,2025-04-07T03:31:01Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,['tech'],Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@aiexpert/video/5505697,@aiexpert,2025-03-16T19:31:01Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['productivity', 'aitools', 'future']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@techguru/video/7359263,@techguru,2025-04-06T09:31:01Z,Have you tried this new AI writing assistant?,"['aitools', 'productivity']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@futurist/video/9718530,@futurist,2025-03-15T16:31:01Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,"['contentcreation', 'future']",Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@futurist/video/5442377,@futurist,2025-03-31T01:31:01Z,Have you tried this new AI writing assistant?,"['future', 'contentcreation', 'tech', 'aitools', 'productivity']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@techguru/video/3174767,@techguru,2025-03-27T15:31:01Z,This AI tool saved me 5 hours of work yesterday!,"['contentcreation', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
https://www.tiktok.com/@@aiexpert/video/7118823,@aiexpert,2025-03-29T19:31:01Z,Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,['contentcreation'],Top 5 AI tools every creator needs in 2024 #aitools #contentcreation,ai tools
https://www.tiktok.com/@@futurist/video/5457727,@futurist,2025-03-26T19:31:01Z,Have you tried this new AI writing assistant?,"['aitools', 'contentcreation', 'tech']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@aiexpert/video/8481509,@aiexpert,2025-03-23T02:31:01Z,Have you tried this new AI writing assistant?,"['aitools', 'future', 'productivity']",Have you tried this new AI writing assistant? It's a game changer #aitools,ai tools
https://www.tiktok.com/@@aiexpert/video/4848972,@aiexpert,2025-03-28T14:31:01Z,This AI tool saved me 5 hours of work yesterday!,"['aitools', 'tech', 'future']",This AI tool saved me 5 hours of work yesterday! #aitools #productivity,ai tools
